tweet_id,author_handle,author_name,posted_at,source_client,text,canonical_text,is_retweet,is_quote,content_tweet_id,content_author_handle,content_author_name,content_created_at,content_text,content_canonical_text,hashtags_raw,hashtags,mentions_raw,mentions
2044513362873032858,johnblandos,JOHN BLANDOS,2026-04-15T20:29:05+00:00,Twitter for iPhone,"RT @action24tv: 🔵Ξέσπασμα Γεωργιάδη κατά Ανδρουλάκη: «Τι είχε πια σε αυτό το τηλέφωνο και έχει τρελαθεί;! - Θα κυβερνήσει με κλάψα;»

#Piso…",rt @action24tv: 🔵ξέσπασμα γεωργιάδη κατά ανδρουλάκη: «τι είχε πια σε αυτό το τηλέφωνο και έχει τρελαθεί;! - θα κυβερνήσει με κλάψα;» #piso...,True,False,2044511682941091854,action24tv,Action24,2026-04-15T20:22:25+00:00,"🔵Ξέσπασμα Γεωργιάδη κατά Ανδρουλάκη: «Τι είχε πια σε αυτό το τηλέφωνο και έχει τρελαθεί;! - Θα κυβερνήσει με κλάψα;»

#PisoApoTisGrammes με τους @GeorgePierros @elenikalogerop2 και @dimitris_takis στο #Action24 https://t.co/gULJPze2IV",🔵ξέσπασμα γεωργιάδη κατά ανδρουλάκη: «τι είχε πια σε αυτό το τηλέφωνο και έχει τρελαθεί;! - θα κυβερνήσει με κλάψα;» #pisoapotisgrammes με τουσ @georgepierros @elenikalogerop2 και @dimitris_takis στο #action24,"[""PisoApoTisGrammes"", ""Action24""]","[""pisoapotisgrammes"", ""action24""]","[""GeorgePierros"", ""elenikalogerop2"", ""dimitris_takis""]","[""georgepierros"", ""elenikalogerop2"", ""dimitris_takis""]"
2044513428958564389,hatz_patty,Πεταλ😷υδ😷μάχος ®️,2026-04-15T20:29:21+00:00,Twitter for Android,Αχ στην Παλαιστίνη δεν επιτρέπεται να ερωτευτούν ομως...είναι πρωταγωνιστριες στην ταινία τρομου της ζωης τους ως νυφες απο τα 8 χρονια τους,αχ στην παλαιστίνη δεν επιτρέπεται να ερωτευτούν ομωσ...είναι πρωταγωνιστριεσ στην ταινία τρομου τησ ζωησ τουσ ωσ νυφεσ απο τα 8 χρονια τουσ,False,True,2044513428958564389,hatz_patty,Πεταλ😷υδ😷μάχος ®️,2026-04-15T20:29:21+00:00,Αχ στην Παλαιστίνη δεν επιτρέπεται να ερωτευτούν ομως...είναι πρωταγωνιστριες στην ταινία τρομου της ζωης τους ως νυφες απο τα 8 χρονια τους,αχ στην παλαιστίνη δεν επιτρέπεται να ερωτευτούν ομωσ...είναι πρωταγωνιστριεσ στην ταινία τρομου τησ ζωησ τουσ ωσ νυφεσ απο τα 8 χρονια τουσ,[],[],[],[]
2044513445018546233,aggelikiME25,Αγγελική...🇬🇷🇬🇷🇬🇷,2026-04-15T20:29:25+00:00,Twitter for iPhone,"RT @OTemPoRaOmOreS7: Μαζί σου όλα τα 
""δε πρέπει"" καταργούνται","rt @otemporaomores7: μαζί σου όλα τα ""δε πρέπει"" καταργούνται",True,False,2044428297749098541,OTemPoRaOmOreS7,οTemPoRaOmOreS,2026-04-15T14:51:04+00:00,"Μαζί σου όλα τα 
""δε πρέπει"" καταργούνται","μαζί σου όλα τα ""δε πρέπει"" καταργούνται",[],[],[],[]
2044513546432647256,RockRock222555,rock-rock,2026-04-15T20:29:49+00:00,Twitter Web App,"RT @zneraida: 1/4/25 η ΕΣΗΕΑ παρέπεμψε στο πειθαρχικό τ δημοσιογράφο Γιαννακα γτ έγραψε άρθρο γνώμης για τ Καρυστιανου
6/4/2026 η ΕΣΗΕΑ είν…",rt @zneraida: 1/4/25 η εσηεα παρέπεμψε στο πειθαρχικό τ δημοσιογράφο γιαννακα γτ έγραψε άρθρο γνώμησ για τ καρυστιανου 6/4/2026 η εσηεα είν...,True,False,2044440248176840853,zneraida,zoi,2026-04-15T15:38:33+00:00,"1/4/25 η ΕΣΗΕΑ παρέπεμψε στο πειθαρχικό τ δημοσιογράφο Γιαννακα γτ έγραψε άρθρο γνώμης για τ Καρυστιανου
6/4/2026 η ΕΣΗΕΑ είναι ΆΦΑΝΤΗ για τ #Βαξεβανη και τ δολοφονία χαρακτήρα του #Μυλωνακη με κατασκευασμενα άρθρα

Τα αριστερά Βρωμοσκυλα της ΕΣΗΕΑ https://t.co/sPdsIID8wL",1/4/25 η εσηεα παρέπεμψε στο πειθαρχικό τ δημοσιογράφο γιαννακα γτ έγραψε άρθρο γνώμησ για τ καρυστιανου 6/4/2026 η εσηεα είναι άφαντη για τ #βαξεβανη και τ δολοφονία χαρακτήρα του #μυλωνακη με κατασκευασμενα άρθρα τα αριστερά βρωμοσκυλα τησ εσηεα,"[""Βαξεβανη"", ""Μυλωνακη""]","[""βαξεβανη"", ""μυλωνακη""]",[],[]
2044513585016013311,RockRock222555,rock-rock,2026-04-15T20:29:58+00:00,Twitter Web App,"RT @xanathja: «Βγήκαν τα μαχαίρια στο Ηράκλειο – Συμπλοκή με δύο τραυματίες μετά από καβγά»
Παλαιστίνιοι κοπρίτες για όσους αναρωτιούνται…",rt @xanathja: «βγήκαν τα μαχαίρια στο ηράκλειο – συμπλοκή με δύο τραυματίεσ μετά από καβγά» παλαιστίνιοι κοπρίτεσ για όσουσ αναρωτιούνται...,True,False,2044489031677858194,xanathja,akapistrotos,2026-04-15T18:52:24+00:00,"«Βγήκαν τα μαχαίρια στο Ηράκλειο – Συμπλοκή με δύο τραυματίες μετά από καβγά»
Παλαιστίνιοι κοπρίτες για όσους αναρωτιούνται 
Καταναλώνουν τον αέρα μας και τρώνε τα λεφτά μας
Δεν τους χρωστάμε τίποτα 

https://t.co/OhPtp7plmj",«βγήκαν τα μαχαίρια στο ηράκλειο – συμπλοκή με δύο τραυματίεσ μετά από καβγά» παλαιστίνιοι κοπρίτεσ για όσουσ αναρωτιούνται καταναλώνουν τον αέρα μασ και τρώνε τα λεφτά μασ δεν τουσ χρωστάμε τίποτα,[],[],[],[]
2044513782248952074,chrysib11,chrysib11,2026-04-15T20:30:45+00:00,Twitter for Android,"RT @K_Sav215: Σύνοψη ημέρας 🇬🇷🇬🇷
Υπογραφή πρώτης γεώτρησης μετά από 40 χρόνια
Η Πολεμική Αεροπορία παρέλαβε το 50ό μαχητικό F-16 Viper
Έκθε…",rt @k_sav215: σύνοψη ημέρασ 🇬🇷🇬🇷 υπογραφή πρώτησ γεώτρησησ μετά από 40 χρόνια η πολεμική αεροπορία παρέλαβε το 50ό μαχητικό f-16 viper έκθε...,True,False,2044496306123505759,K_Sav215,K.Sav21,2026-04-15T19:21:18+00:00,"Σύνοψη ημέρας 🇬🇷🇬🇷
Υπογραφή πρώτης γεώτρησης μετά από 40 χρόνια
Η Πολεμική Αεροπορία παρέλαβε το 50ό μαχητικό F-16 Viper
Έκθεση- «κόλαφος» για την Τουρκία,  καταδικάζει τις παραβιάσεις κατά της Ελλάδας, απορρίπτει τη «γαλάζια πατρίδα» και ζητά από την Τουρκία σεβασμό στο ΔΔ","σύνοψη ημέρασ 🇬🇷🇬🇷 υπογραφή πρώτησ γεώτρησησ μετά από 40 χρόνια η πολεμική αεροπορία παρέλαβε το 50ό μαχητικό f-16 viper έκθεση- «κόλαφοσ» για την τουρκία, καταδικάζει τισ παραβιάσεισ κατά τησ ελλάδασ, απορρίπτει τη «γαλάζια πατρίδα» και ζητά από την τουρκία σεβασμό στο δδ",[],[],[],[]
2044513783322669197,46spiros,🇬🇷 🇮🇱 🇺🇦,2026-04-15T20:30:45+00:00,Twitter for Android,"RT @OStergioudi: @ManosNiflis Επειδή δεν σας απασχολησαν και τα  ....""οι ΝΔτες είναι παιδεραστές"" , ""οι δεξιοί ειναι φασίστες, γερμανοτσολι…","rt @ostergioudi: @manosniflis επειδή δεν σασ απασχολησαν και τα ....""οι νδτεσ είναι παιδεραστέσ"" , ""οι δεξιοί ειναι φασίστεσ, γερμανοτσολι...",True,False,2044482366148653279,OStergioudi,Τσούχτρα,2026-04-15T18:25:55+00:00,"@ManosNiflis Επειδή δεν σας απασχολησαν και τα  ....""οι ΝΔτες είναι παιδεραστές"" , ""οι δεξιοί ειναι φασίστες, γερμανοτσολιάδες"" κ.λ.π....
Κάνω λάθος ?","@manosniflis επειδή δεν σασ απασχολησαν και τα ....""οι νδτεσ είναι παιδεραστέσ"" , ""οι δεξιοί ειναι φασίστεσ, γερμανοτσολιάδεσ"" κ.λ.π.... κάνω λάθοσ ?",[],[],"[""ManosNiflis""]","[""manosniflis""]"
2044513789370900550,johnblandos,JOHN BLANDOS,2026-04-15T20:30:47+00:00,Twitter for iPhone,"RT @action24tv: 🔵Α. Γεωργιάδης: «Οι υποκλοπές δεν είναι πραγματικό πρόβλημα - Σε όλο τον κόσμο παρακολουθούν τα κινητά υπουργών»

#PisoApoT…",rt @action24tv: 🔵α. γεωργιάδησ: «οι υποκλοπέσ δεν είναι πραγματικό πρόβλημα - σε όλο τον κόσμο παρακολουθούν τα κινητά υπουργών» #pisoapot...,True,False,2044511449494511930,action24tv,Action24,2026-04-15T20:21:29+00:00,"🔵Α. Γεωργιάδης: «Οι υποκλοπές δεν είναι πραγματικό πρόβλημα - Σε όλο τον κόσμο παρακολουθούν τα κινητά υπουργών»

#PisoApoTisGrammes με τους @GeorgePierros @elenikalogerop2 και @dimitris_takis στο #Action24 https://t.co/xHuLZWq2kX",🔵α. γεωργιάδησ: «οι υποκλοπέσ δεν είναι πραγματικό πρόβλημα - σε όλο τον κόσμο παρακολουθούν τα κινητά υπουργών» #pisoapotisgrammes με τουσ @georgepierros @elenikalogerop2 και @dimitris_takis στο #action24,"[""PisoApoTisGrammes"", ""Action24""]","[""pisoapotisgrammes"", ""action24""]","[""GeorgePierros"", ""elenikalogerop2"", ""dimitris_takis""]","[""georgepierros"", ""elenikalogerop2"", ""dimitris_takis""]"
2044513852780412952,46spiros,🇬🇷 🇮🇱 🇺🇦,2026-04-15T20:31:02+00:00,Twitter for Android,"RT @unico11226: @ManosNiflis Λάθος διατύπωση. Έπρεπε να πει πως ειναι υποστηρικτές  ισλαμιστών δολοφόνων, τουρκόφιλοι και προδότες.","rt @unico11226: @manosniflis λάθοσ διατύπωση. έπρεπε να πει πωσ ειναι υποστηρικτέσ ισλαμιστών δολοφόνων, τουρκόφιλοι και προδότεσ.",True,False,2044486492202922378,unico11226,Crazy_Unicorn 🇬🇷🇮🇱🇺🇦🇨🇾,2026-04-15T18:42:19+00:00,"@ManosNiflis Λάθος διατύπωση. Έπρεπε να πει πως ειναι υποστηρικτές  ισλαμιστών δολοφόνων, τουρκόφιλοι και προδότες.","@manosniflis λάθοσ διατύπωση. έπρεπε να πει πωσ ειναι υποστηρικτέσ ισλαμιστών δολοφόνων, τουρκόφιλοι και προδότεσ.",[],[],"[""ManosNiflis""]","[""manosniflis""]"
2044513879598747755,chrysib11,chrysib11,2026-04-15T20:31:08+00:00,Twitter for Android,RT @HFirstpriest: @nasoskook @SZacharos Αυτό το μισό υπουργικό συμβούλιο για το οποίο λέει είναι εκείνο που δημοσιοποιούσε ο Βαξεβάνης;;;…,rt @hfirstpriest: @nasoskook @szacharos αυτό το μισό υπουργικό συμβούλιο για το οποίο λέει είναι εκείνο που δημοσιοποιούσε ο βαξεβάνησ;;;...,True,False,2044486274845679942,HFirstpriest,"Κυρά Ζαχάροβα, η πεθερά σας",2026-04-15T18:41:27+00:00,"@nasoskook @SZacharos Αυτό το μισό υπουργικό συμβούλιο για το οποίο λέει είναι εκείνο που δημοσιοποιούσε ο Βαξεβάνης;;; 
Αρα λέμε ότι η Ιντελέξα δούλευε για λογαριασμό της ΕΥΠ κ τα έδινε στον Βαξεβάνη;;",@nasoskook @szacharos αυτό το μισό υπουργικό συμβούλιο για το οποίο λέει είναι εκείνο που δημοσιοποιούσε ο βαξεβάνησ;;; αρα λέμε ότι η ιντελέξα δούλευε για λογαριασμό τησ ευπ κ τα έδινε στον βαξεβάνη;;,[],[],"[""nasoskook"", ""SZacharos""]","[""nasoskook"", ""szacharos""]"
2044513885076533694,RockRock222555,rock-rock,2026-04-15T20:31:10+00:00,Twitter Web App,"RT @sohfangwei: 川普政府在霍尔木兹海峡的反锁喉，看来是生效了。
伊朗封锁海峡就是卡住全世界的脖子，美国的反封锁等于是卡住了伊朗的脖子，结果是伊朗先喘不上气来了：
1、伊朗突然发现自己面临全面石油和贸易禁运，美国的反封锁导致伊朗每天损失4亿美元，一个月就是130亿…","rt @sohfangwei: 川普政府在霍尔木兹海峡的反锁喉,看来是生效了。 伊朗封锁海峡就是卡住全世界的脖子,美国的反封锁等于是卡住了伊朗的脖子,结果是伊朗先喘不上气来了: 1、伊朗突然发现自己面临全面石油和贸易禁运,美国的反封锁导致伊朗每天损失4亿美元,一个月就是130亿...",True,False,2044271576707989836,sohfangwei,方伟｜Allen Zeng,2026-04-15T04:28:19+00:00,"川普政府在霍尔木兹海峡的反锁喉，看来是生效了。
伊朗封锁海峡就是卡住全世界的脖子，美国的反封锁等于是卡住了伊朗的脖子，结果是伊朗先喘不上气来了：
1、伊朗突然发现自己面临全面石油和贸易禁运，美国的反封锁导致伊朗每天损失4亿美元，一个月就是130亿，一夜之间失去了所有的外汇甚至外援。
这是伊朗政府目前仅有的收入，军饷都要等着这个，来自中共的武器外援也靠石油交换，现在伊朗两手空空，中共还给吗？
2、伊朗的所有的石油储存能力只能装两周的油，两周之后所有的油罐就都满了，整个伊朗石油工业就面临关门，100万石油工人和几百万他们的家属立马衣食无着。
3、美国的扫雷设备在海峡捞了将近四天，一颗水雷都没有找到，伊朗的水雷是玩假的吗？
4、美国军舰驶入海峡，伊朗的导弹和无人机都不敢发射，伊朗的吓唬也是玩假的？
但是美国的反封锁却是真的，12艘战舰，一万名海军+海军陆战队在海峡外的安曼湾排开封锁线，今天逼回了6艘伊朗相关的船，同时放出了20艘和伊朗无关的船。
下一步，就是美国军舰常态性护航邮轮出入海峡了。
海峡好像就这样打开了。
被美国反手勒住脖子的伊朗，往下还能怎么办？","川普政府在霍尔木兹海峡的反锁喉,看来是生效了。 伊朗封锁海峡就是卡住全世界的脖子,美国的反封锁等于是卡住了伊朗的脖子,结果是伊朗先喘不上气来了: 1、伊朗突然发现自己面临全面石油和贸易禁运,美国的反封锁导致伊朗每天损失4亿美元,一个月就是130亿,一夜之间失去了所有的外汇甚至外援。 这是伊朗政府目前仅有的收入,军饷都要等着这个,来自中共的武器外援也靠石油交换,现在伊朗两手空空,中共还给吗? 2、伊朗的所有的石油储存能力只能装两周的油,两周之后所有的油罐就都满了,整个伊朗石油工业就面临关门,100万石油工人和几百万他们的家属立马衣食无着。 3、美国的扫雷设备在海峡捞了将近四天,一颗水雷都没有找到,伊朗的水雷是玩假的吗? 4、美国军舰驶入海峡,伊朗的导弹和无人机都不敢发射,伊朗的吓唬也是玩假的? 但是美国的反封锁却是真的,12艘战舰,一万名海军+海军陆战队在海峡外的安曼湾排开封锁线,今天逼回了6艘伊朗相关的船,同时放出了20艘和伊朗无关的船。 下一步,就是美国军舰常态性护航邮轮出入海峡了。 海峡好像就这样打开了。 被美国反手勒住脖子的伊朗,往下还能怎么办?",[],[],[],[]
2044513932333690989,46spiros,🇬🇷 🇮🇱 🇺🇦,2026-04-15T20:31:21+00:00,Twitter for Android,RT @petros_GR: @ManosNiflis Δεν ξέρω γιατί σας απασχολεί η ατάκα «η πλειονότητα των αριστερών είναι τεμπέληδες» περισσότερο από την ατάκα «…,rt @petros_gr: @manosniflis δεν ξέρω γιατί σασ απασχολεί η ατάκα «η πλειονότητα των αριστερών είναι τεμπέληδεσ» περισσότερο από την ατάκα «...,True,False,2044509766479712440,petros_GR,o_Petraras,2026-04-15T20:14:48+00:00,@ManosNiflis Δεν ξέρω γιατί σας απασχολεί η ατάκα «η πλειονότητα των αριστερών είναι τεμπέληδες» περισσότερο από την ατάκα «οι νεοδημοκράτες είναι παιδεραστές»…,@manosniflis δεν ξέρω γιατί σασ απασχολεί η ατάκα «η πλειονότητα των αριστερών είναι τεμπέληδεσ» περισσότερο από την ατάκα «οι νεοδημοκράτεσ είναι παιδεραστέσ»...,[],[],"[""ManosNiflis""]","[""manosniflis""]"
