token,display_token,count,unique_account_count,sample_accounts
αλιεια,Αλιεία,1,1,Track11John
αναπτυξη,αναπτυξη,1,1,K_Sav215
βοθρουμεντο,Βοθρουμέντο,1,1,Track11John
βυζαντιο,Βυζάντιο,1,1,Track11John
γερμανια,Γερμανία,1,1,klikr
γεωργιαδησ,Γεωργιάδης,1,1,K_Sav215
γιωργοσμυλωνακησ,ΓιώργοςΜυλωνάκης,1,1,K_Sav215
δημοσιοχρεοσ,δημοσιοχρεος,1,1,K_Sav215
ελλαδασ,Ελλάδας,1,1,Briassulis
ελληνεσ,Έλληνες,1,1,Track11John
ελληνικη,ελληνική,1,1,Track11John
εξορυξεισ,εξορύξεις,1,1,Track11John
επιδοτησεισ,επιδοτησεις,1,1,giannMak
επικαιροτητα,επικαιροτητα,1,1,K_Sav215
ερτ,ΕΡΤ,1,1,giannMak
ευρωκοινοβουλιο,Ευρωκοινοβούλιο,1,1,Track11John
ιραν,Ιραν,1,1,RockRock222555
κατι_δικα_μου,κατι_δικα_μου,1,1,vythos70
κεφαλονια,Κεφαλονιά,1,1,Briassulis
κυβερνηση,ΚΥΒΕΡΝΗΣΗ,1,1,Track11John
κωνσταντοπουλου,κωνσταντοπούλου,1,1,IK25818385
λαζαριδη,Λαζαρίδη,1,1,giannMak
μακαριοσ,Μακαριος,1,1,IK25818385
μεταναστευτικο,μεταναστευτικο,1,1,RockRock222555
μυρτω,μυρτω,1,1,aggelikiME25
οδιαβολοσφοραειprada2,ΟΔιαβολοςΦοραειPrada2,1,1,AgelisDimitris
ουγγαρια,ουγγαρία,1,1,giannMak
πασοκ,ΠΑΣΟΚ,1,1,giannMak
πιεση,πιεση,1,1,K_Sav215
πορτοσαλτε,πορτοσαλτε,1,1,K_Sav215
ποτε_ξανα_φασιστερα,ποτέ_ξανά_φασιστερά,1,1,RockRock222555
πρωτογενηπλεονασματα,πρωτογενηπλεονασματα,1,1,K_Sav215
ρουσφετι,ρουσφετι,1,1,giannMak
σπσ,ΣΠΣ,1,1,Track11John
τουρκια,Τουρκία,1,1,Track11John
τσιπρασ,Τσίπρας,1,1,AgelisDimitris
υγεια,υγεια,1,1,K_Sav215
υποκλοπεσ,υποκλοπές,1,1,Briassulis
χρεοσ,χρεος,1,1,K_Sav215
