token,display_token,count,unique_account_count,sample_accounts
nyxtaapokalypseon,nyxtaapokalypseon,1,1,aggelikiME25
oaka,OAKA,1,1,foivos_trikkis_
oknewsgr,OkNewsGr,1,1,K_Sav215
olympiacosfc,olympiacosfc,1,1,Asmoudis13
orthodox,Orthodox,1,1,Aaagiiisss
orwell2026,Orwell2026,1,1,frel_elias
panathinaikos,Panathinaikos,1,1,Loxagos_Mark
pech,pech,1,1,Track11John
respectanimals,respectanimals,1,1,vythos70
revolution,Revolution,1,1,Aaagiiisss
russiaisaterroristsstate,RussiaisaTerroristsState,1,1,theatropoios
sanchez,Sanchez,1,1,RockRock222555
spain,Spain,1,1,46spiros
stoiximangbl,StoiximanGBL,1,1,DonConsclavios
straydogs,straydogs,1,1,vythos70
tertsetis,Tertsetis,1,1,Aaagiiisss
thedevilwearsprada2ph,TheDevilWearsPrada2PH,1,1,AgelisDimitris
thriassiogr,thriassiogr,1,1,K_Sav215
togetherwefight,togetherwefight,1,1,aggelikiME25
toprwino,toprwino,1,1,IK25818385
troodos,Troodos,1,1,paliakaravana59
trump,Trump,1,1,46spiros
tulips,tulips,1,1,GiotaPapapetrou
usa,USA,1,1,46spiros
voiceforthevoiceless,voiceforthevoiceless,1,1,vythos70
wallpaper,Wallpaper,1,1,aggelikiME25
washingtoneye,WashingtonEye,1,1,economi94461498
wolverineps5,WolverinePS5,1,1,Placebo_0
zakynthos,Zakynthos,1,1,Aaagiiisss
αγιοφωσ,ΑγιοΦως,1,1,46spiros
αγρο,Αγρό,1,1,paliakaravana59
αδωνισγεωργιαδησ,ΆδωνιςΓεωργιάδης,1,1,K_Sav215
ακρωτηρι,Ακρωτηρι,1,1,46spiros
αλιεια,Αλιεία,1,1,Track11John
ανδρουλακησ,Ανδρουλάκης,1,1,vythos70
ανευρυσμα,ανευρυσμα,1,1,GiotaPapapetrou
βισση,Βισση,1,1,agnwstos_x_
βυζαντιο,Βυζάντιο,1,1,Track11John
γαζα,Γαζα,1,1,46spiros
γερμανια,Γερμανία,1,1,klikr
γεωργιαδησ,Γεωργιάδης,1,1,K_Sav215
γιδια,γιδια,1,1,LosKarabou79397
γιωργοσμυλωνακησ,ΓιώργοςΜυλωνάκης,1,1,K_Sav215
ειρηνη,Ειρηνη,1,1,46spiros
ελλαδασ,Ελλάδας,1,1,Briassulis
ελληνεσ,Έλληνες,1,1,Track11John
ελληνικη,ελληνική,1,1,Track11John
ενασαιωνασβουτηγμενοσστασκατα,εναςαιωναςβουτηγμενοςστασκατα,1,1,Asmoudis13
εξορυξεισ,εξορύξεις,1,1,Track11John
επενδυσεισ,Επενδύσεις,1,1,chkls
επικαιροτητα,επικαιροτητα,1,1,K_Sav215
ερτ,ΕΡΤ,1,1,giannMak
ευρωκοινοβουλιο,Ευρωκοινοβούλιο,1,1,Track11John
ευτυχιοσ_αρχοντακησ,Ευτυχιος_Αρχοντάκης,1,1,hatz_patty
ιερουσαλημ,Ιερουσαλημ,1,1,46spiros
ιονιο,Ιονιο,1,1,46spiros
ισπανια,Ισπανια,1,1,46spiros
ιταλια,Ιταλια,1,1,46spiros
καλο_σασ_βραδυ_,Καλό_σας_Βράδυ_,1,1,GiotaPapapetrou
κυβερνηση,ΚΥΒΕΡΝΗΣΗ,1,1,Track11John
κυπροσ,Κυπρος,1,1,46spiros
λαζαριδη,Λαζαρίδη,1,1,giannMak
λιβανο,Λιβανο,1,1,46spiros
μακαριοσ,Μακαριος,1,1,IK25818385
μανα,Μάνα,1,1,GiotaPapapetrou
με_τον_κυριακο_μητσοτακη,Με_τον_ΚΥΡΙΑΚΟ_ΜΗΤΣΟΤΑΚΗ,1,1,KosmidisStathis
μεταναστευτικο,μεταναστευτικο,1,1,RockRock222555
μητσοτακησ,μητσοτακης,1,1,K_Sav215
μοσαντ,Μοσαντ,1,1,46spiros
νεαφωτογραφιαπροφιλ,ΝέαΦωτογραφίαΠροφίλ,1,1,foivos_trikkis_
ξεκαθαροι_ανθρωποι_απο_την_αρχη_ωσ_το_τελοσ_απλα_μαγικοι_και_σπανιοι_,Ξεκάθαροι_άνθρωποι_από_την_Αρχή_ως_το_Τέλος_απλά_Μαγικοί_και_Σπάνιοι_,1,1,GiotaPapapetrou
οδιαβολοσφοραειprada2,ΟΔιαβολοςΦοραειPrada2,1,1,AgelisDimitris
ορσε,ορσε,1,1,LosKarabou79397
ουγγαρια,ουγγαρία,1,1,giannMak
παλαιστινη,Παλαιστίνη,1,1,theatropoios
πιεση,πιεση,1,1,K_Sav215
πορτοσαλτε,πορτοσαλτε,1,1,K_Sav215
ρωσικη,ρωσική,1,1,galex1908
ρωσοι,Ρώσοι,1,1,galex1908
σαντσεθ,Σάντσεθ,1,1,46spiros
σουδα,Σουδα,1,1,46spiros
σπσ,ΣΠΣ,1,1,Track11John
στεγαστικο,Στεγαστικό,1,1,chkls
στενα,Στενα,1,1,46spiros
τεχερανη,Τεχερανη,1,1,46spiros
τεχερανησ,Τεχερανης,1,1,46spiros
τσιπρασ,Τσίπρας,1,1,AgelisDimitris
τσουκαλασ,Τσουκαλάς,1,1,GiotaPapapetrou
υγεια,υγεια,1,1,K_Sav215
υδρογονανθρακεσ,Υδρογονανθρακες,1,1,46spiros
υποκλοπεσ,υποκλοπές,1,1,Briassulis
χακερ,χάκερ,1,1,galex1908
