id,screen_name,name,description,profile_image_url,profile_banner_url,followers_count,friends_count,statuses_count,favourites_count,listed_count,location,website,birthdate,verified_type,is_blue_verified,following,followed_by,can_dm,protected,created_at,url,metadata
"1712181613629464576","Yfantis5255","Christos Yfantis","","https://pbs.twimg.com/profile_images/1712181864289447936/U0TLMR26_normal.png",,1,25,54,65,1,"",,,,false,false,false,false,false,"2023-10-11 22:02:20 +03:00","https://twitter.com/Yfantis5255","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1712181864289447936/U0TLMR26_normal.png""},""core"":{""created_at"":""Wed Oct 11 19:02:20 +0000 2023"",""name"":""Christos Yfantis"",""screen_name"":""Yfantis5255""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNzEyMTgxNjEzNjI5NDY0NTc2"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":65,""follow_request_sent"":false,""followers_count"":1,""friends_count"":25,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":1,""media_count"":0,""normal_followers_count"":1,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":54,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1712181613629464576"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1697050940000,""updated_at"":1776293326372}}"
"1704200237747773440","Veltsi_Legacy","Veltsi the IX","Παπανδρέικη αθρωπιά. Ότι πάρεις 1,60 € με μεζέ","https://pbs.twimg.com/profile_images/2033616490751311872/sALQD1oP_normal.jpg","https://pbs.twimg.com/profile_banners/1704200237747773440/1727027022",1223,574,12772,4120,33,"",,,,true,false,false,false,false,"2023-09-19 21:26:55 +03:00","https://twitter.com/Veltsi_Legacy","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/2033616490751311872/sALQD1oP_normal.jpg""},""core"":{""created_at"":""Tue Sep 19 18:26:55 +0000 2023"",""name"":""Veltsi the IX"",""screen_name"":""Veltsi_Legacy""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNzA0MjAwMjM3NzQ3NzczNDQw"",""is_blue_verified"":true,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":""Παπανδρέικη αθρωπιά. Ότι πάρεις 1,60 € με μεζέ"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":4120,""follow_request_sent"":false,""followers_count"":1223,""friends_count"":574,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":33,""media_count"":1398,""normal_followers_count"":1223,""notifications"":false,""pinned_tweet_ids_str"":[""1935534640770568245""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1704200237747773440/1727027022"",""profile_interstitial_type"":"""",""statuses_count"":12772,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""Παπανδρέικη αθρωπιά. Ότι πάρεις 1,60 € με μεζέ""},""profile_description_language"":""el"",""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1704200237747773440"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1695148015000,""updated_at"":1776293326372}}"
"1699077198911778816","noskananos","Nos","","https://pbs.twimg.com/profile_images/1699077447063330816/dnZb1dg0_normal.jpg",,57,41,2116,21160,7,"",,,,false,false,false,true,false,"2023-09-05 18:09:29 +03:00","https://twitter.com/noskananos","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1699077447063330816/dnZb1dg0_normal.jpg""},""core"":{""created_at"":""Tue Sep 05 15:09:29 +0000 2023"",""name"":""Nos"",""screen_name"":""noskananos""},""dm_permissions"":{""can_dm"":true},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjk5MDc3MTk4OTExNzc4ODE2"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":21160,""follow_request_sent"":false,""followers_count"":57,""friends_count"":41,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":7,""media_count"":28,""normal_followers_count"":57,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":2116,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":false},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1699077198911778816"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1693926569000,""updated_at"":1776293326372}}"
"1693712011438239745","anti_demorat","Anti Demorat","","https://pbs.twimg.com/profile_images/1896811806883995649/USXM3fa3_normal.jpg",,29,68,455,4441,2,"",,,,false,false,false,false,false,"2023-08-21 22:50:00 +03:00","https://twitter.com/anti_demorat","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1896811806883995649/USXM3fa3_normal.jpg""},""core"":{""created_at"":""Mon Aug 21 19:50:00 +0000 2023"",""name"":""Anti Demorat"",""screen_name"":""anti_demorat""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjkzNzEyMDExNDM4MjM5NzQ1"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":4441,""follow_request_sent"":false,""followers_count"":29,""friends_count"":68,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":2,""media_count"":21,""normal_followers_count"":29,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":455,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1693712011438239745"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1692647400000,""updated_at"":1776293326372}}"
"1692008210872295424","Savaso1955","ΣΑΒΒΑΣ","Συνταξιούχος Εκπαιδευτικός.\nΠέρασε από ΚΚΕ,ΕΚΚΕ τώρα μέλος ΠΑΣΟΚ και ψηφίζει ΜΗΤΣΟΤΆΚΗ.","https://pbs.twimg.com/profile_images/1692008689299779585/AcK5KjJW_normal.png",,110,351,878,2554,4,"Veroia, Greece",,,,false,false,false,false,false,"2023-08-17 06:01:21 +03:00","https://twitter.com/Savaso1955","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1692008689299779585/AcK5KjJW_normal.png""},""core"":{""created_at"":""Thu Aug 17 03:01:21 +0000 2023"",""name"":""ΣΑΒΒΑΣ"",""screen_name"":""Savaso1955""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjkyMDA4MjEwODcyMjk1NDI0"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":""Συνταξιούχος Εκπαιδευτικός.\nΠέρασε από ΚΚΕ,ΕΚΚΕ τώρα μέλος ΠΑΣΟΚ και ψηφίζει ΜΗΤΣΟΤΆΚΗ."",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":2554,""follow_request_sent"":false,""followers_count"":110,""friends_count"":351,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":4,""media_count"":0,""normal_followers_count"":110,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":878,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""Veroia, Greece""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""Συνταξιούχος Εκπαιδευτικός.\nΠέρασε από ΚΚΕ,ΕΚΚΕ τώρα μέλος ΠΑΣΟΚ και ψηφίζει ΜΗΤΣΟΤΆΚΗ.""},""profile_description_language"":""el"",""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1692008210872295424"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1692241281000,""updated_at"":1776293326372}}"
"1691930064894738440","EKyriazidou","ΕΚ","","https://pbs.twimg.com/profile_images/1694981628366319616/CJ7DqI1J_normal.jpg","https://pbs.twimg.com/profile_banners/1691930064894738440/1742246735",342,143,1851,3044,16,"",,,,false,false,false,false,false,"2023-08-17 00:49:19 +03:00","https://twitter.com/EKyriazidou","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1694981628366319616/CJ7DqI1J_normal.jpg""},""core"":{""created_at"":""Wed Aug 16 21:49:19 +0000 2023"",""name"":""ΕΚ"",""screen_name"":""EKyriazidou""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjkxOTMwMDY0ODk0NzM4NDQw"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":3044,""follow_request_sent"":false,""followers_count"":342,""friends_count"":143,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":16,""media_count"":153,""normal_followers_count"":342,""notifications"":false,""pinned_tweet_ids_str"":[""1810615871666069916""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1691930064894738440/1742246735"",""profile_interstitial_type"":"""",""statuses_count"":1851,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1691930064894738440"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1692222559000,""updated_at"":1776293326372}}"
"1688608986344411136","Beburosangel","Beburos","Support the country you live in,\nor live in the country you support.","https://pbs.twimg.com/profile_images/2040013538719395840/sJ1deQnI_normal.jpg","https://pbs.twimg.com/profile_banners/1688608986344411136/1742469053",1473,1426,17864,57987,18,"Attiki, Greece",,,,false,false,false,true,false,"2023-08-07 20:52:22 +03:00","https://twitter.com/Beburosangel","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/2040013538719395840/sJ1deQnI_normal.jpg""},""core"":{""created_at"":""Mon Aug 07 17:52:22 +0000 2023"",""name"":""Beburos"",""screen_name"":""Beburosangel""},""dm_permissions"":{""can_dm"":true},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjg4NjA4OTg2MzQ0NDExMTM2"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":""Support the country you live in,\nor live in the country you support."",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":57987,""follow_request_sent"":false,""followers_count"":1473,""friends_count"":1426,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":18,""media_count"":2380,""normal_followers_count"":1473,""notifications"":false,""pinned_tweet_ids_str"":[""1739021146505281763""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1688608986344411136/1742469053"",""profile_interstitial_type"":"""",""statuses_count"":17864,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""Attiki, Greece""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""Support the country you live in,\nor live in the country you support.""},""profile_description_language"":""en"",""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1688608986344411136"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1691430742000,""updated_at"":1776293326372}}"
"1686790184350662656","gospodinmedvedd","Mishka","If I had my way, I’d have all of you shot","https://pbs.twimg.com/profile_images/1990359149234851840/tnZuweA9_normal.jpg","https://pbs.twimg.com/profile_banners/1686790184350662656/1691053063",340,369,4828,16693,10,"",,,,false,false,false,true,false,"2023-08-02 20:25:09 +03:00","https://twitter.com/gospodinmedvedd","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1990359149234851840/tnZuweA9_normal.jpg""},""core"":{""created_at"":""Wed Aug 02 17:25:09 +0000 2023"",""name"":""Mishka"",""screen_name"":""gospodinmedvedd""},""dm_permissions"":{""can_dm"":true},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjg2NzkwMTg0MzUwNjYyNjU2"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":""If I had my way, I’d have all of you shot"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":16693,""follow_request_sent"":false,""followers_count"":340,""friends_count"":369,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":10,""media_count"":500,""normal_followers_count"":340,""notifications"":false,""pinned_tweet_ids_str"":[""1986681121891913944""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1686790184350662656/1691053063"",""profile_interstitial_type"":"""",""statuses_count"":4828,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""If I had my way, I’d have all of you shot""},""profile_description_language"":""en"",""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1686790184350662656"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1690997109000,""updated_at"":1776293326372}}"
"1685952059655217153","Operator1855531","Operator","Sektur enthousiast","https://pbs.twimg.com/profile_images/1685953077675720704/UA5DIB5N_normal.jpg",,274,581,4571,85224,5,"",,,,false,false,false,false,false,"2023-07-31 12:54:46 +03:00","https://twitter.com/Operator1855531","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1685953077675720704/UA5DIB5N_normal.jpg""},""core"":{""created_at"":""Mon Jul 31 09:54:46 +0000 2023"",""name"":""Operator"",""screen_name"":""Operator1855531""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjg1OTUyMDU5NjU1MjE3MTUz"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":""Sektur enthousiast"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":85224,""follow_request_sent"":false,""followers_count"":274,""friends_count"":581,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":5,""media_count"":1006,""normal_followers_count"":274,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":4571,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""Sektur enthousiast""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1685952059655217153"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1690797286000,""updated_at"":1776293326913}}"
"1681216439624114177","duke2gr","GreenRival☘️","","https://pbs.twimg.com/profile_images/1748799562075000832/dOFqGESA_normal.jpg","https://pbs.twimg.com/profile_banners/1681216439624114177/1724173656",60,43,5777,108,3,"",,,,true,false,false,false,false,"2023-07-18 11:20:08 +03:00","https://twitter.com/duke2gr","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1748799562075000832/dOFqGESA_normal.jpg""},""core"":{""created_at"":""Tue Jul 18 08:20:08 +0000 2023"",""name"":""GreenRival☘️"",""screen_name"":""duke2gr""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjgxMjE2NDM5NjI0MTE0MTc3"",""is_blue_verified"":true,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":108,""follow_request_sent"":false,""followers_count"":60,""friends_count"":43,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":3,""media_count"":1206,""normal_followers_count"":60,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1681216439624114177/1724173656"",""profile_interstitial_type"":"""",""statuses_count"":5777,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1681216439624114177"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1689668408000,""updated_at"":1776293326913}}"
"1680662737024581632","DimFouskas","Dimitrios Fouskas","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",,1,20,144,530,1,"",,,,false,false,false,false,false,"2023-07-16 22:37:04 +03:00","https://twitter.com/DimFouskas","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png""},""core"":{""created_at"":""Sun Jul 16 19:37:04 +0000 2023"",""name"":""Dimitrios Fouskas"",""screen_name"":""DimFouskas""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjgwNjYyNzM3MDI0NTgxNjMy"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":true,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":530,""follow_request_sent"":false,""followers_count"":1,""friends_count"":20,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":1,""media_count"":3,""normal_followers_count"":1,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":144,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1680662737024581632"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1689536224000,""updated_at"":1776293326913}}"
"1676508571893133312","Marria198","Μαρια..","όλα είναι υπό έλεγχο.NO DM \nΌποιος βρίζει έχει μπλοκαριστεί άμεσα...","https://pbs.twimg.com/profile_images/1729752490936045568/YsMIJs1d_normal.jpg","https://pbs.twimg.com/profile_banners/1676508571893133312/1708156100",1051,968,10184,13147,23,"Θεσσαλονίκη κεντρο",,,,false,false,false,false,false,"2023-07-05 11:30:17 +03:00","https://twitter.com/Marria198","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1729752490936045568/YsMIJs1d_normal.jpg""},""core"":{""created_at"":""Wed Jul 05 08:30:17 +0000 2023"",""name"":""Μαρια.."",""screen_name"":""Marria198""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjc2NTA4NTcxODkzMTMzMzEy"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":""όλα είναι υπό έλεγχο.NO DM \nΌποιος βρίζει έχει μπλοκαριστεί άμεσα..."",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":13147,""follow_request_sent"":false,""followers_count"":1051,""friends_count"":968,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":23,""media_count"":585,""normal_followers_count"":1051,""notifications"":false,""pinned_tweet_ids_str"":[""2000177426190700676""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1676508571893133312/1708156100"",""profile_interstitial_type"":"""",""statuses_count"":10184,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""Θεσσαλονίκη κεντρο""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""όλα είναι υπό έλεγχο.NO DM \nΌποιος βρίζει έχει μπλοκαριστεί άμεσα...""},""profile_description_language"":""el"",""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1676508571893133312"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1688545817000,""updated_at"":1776293326913}}"
"1675958066443960320","karaflokounavi","KarafloKounavi","","https://pbs.twimg.com/profile_images/1688925670376927232/JgMho5R0_normal.jpg",,68,155,5390,4467,10,"",,,,false,false,false,false,false,"2023-07-03 23:02:08 +03:00","https://twitter.com/karaflokounavi","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/1688925670376927232/JgMho5R0_normal.jpg""},""core"":{""created_at"":""Mon Jul 03 20:02:08 +0000 2023"",""name"":""KarafloKounavi"",""screen_name"":""karaflokounavi""},""dm_permissions"":{""can_dm"":false},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjc1OTU4MDY2NDQzOTYwMzIw"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":4467,""follow_request_sent"":false,""followers_count"":68,""friends_count"":155,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":10,""media_count"":126,""normal_followers_count"":68,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":5390,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1675958066443960320"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1688414528000,""updated_at"":1776293326913}}"
"1675898163096428545","Platanaceum","Margarita ☦️🇷🇸🇬🇷","","https://pbs.twimg.com/profile_images/2014442362504617984/NXauetHW_normal.jpg",,172,264,3472,2156,1,"",,,,false,false,false,true,false,"2023-07-03 19:05:01 +03:00","https://twitter.com/Platanaceum","{""__typename"":""User"",""affiliates_highlighted_label"":{},""avatar"":{""image_url"":""https://pbs.twimg.com/profile_images/2014442362504617984/NXauetHW_normal.jpg""},""core"":{""created_at"":""Mon Jul 03 16:05:01 +0000 2023"",""name"":""Margarita ☦️🇷🇸🇬🇷"",""screen_name"":""Platanaceum""},""dm_permissions"":{""can_dm"":true},""follow_request_sent"":false,""has_graduated_access"":true,""id"":""VXNlcjoxNjc1ODk4MTYzMDk2NDI4NTQ1"",""is_blue_verified"":false,""legacy"":{""default_profile"":true,""default_profile_image"":false,""description"":"""",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":2156,""follow_request_sent"":false,""followers_count"":172,""friends_count"":264,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":1,""media_count"":78,""normal_followers_count"":172,""notifications"":false,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_interstitial_type"":"""",""statuses_count"":3472,""translator_type"":""none"",""want_retweets"":false,""withheld_in_countries"":[]},""location"":{""location"":""""},""media_permissions"":{""can_media_tag"":true},""parody_commentary_fan_label"":""None"",""privacy"":{""protected"":false},""profile_bio"":{""description"":""""},""profile_image_shape"":""Circle"",""relationship_perspectives"":{""blocked_by"":false,""blocking"":false,""followed_by"":false,""following"":false,""muting"":false},""rest_id"":""1675898163096428545"",""super_follow_eligible"":false,""super_followed_by"":false,""super_following"":false,""verification"":{""verified"":false},""twe_private_fields"":{""created_at"":1688400301000,""updated_at"":1776293326913}}"
