token,display_token,count,unique_account_count,sample_accounts
χφτου,χφτου,3,2,ArisBJJ|NodarasSpiros
actiontora,ActionTora,2,2,Catps66|Myrtilo01
aekathens,aekathens,2,2,K_Sav215|thanosvz
annavissi,ANNAVISSI,2,1,foivos_trikkis_
armenia,Armenia,2,2,SenzakiKamo|lidakis_manos
armenian,Armenian,2,2,SenzakiKamo|lidakis_manos
armenie,Arménie,2,2,SenzakiKamo|lidakis_manos
bbc,BBC,2,2,Anastasia7882|Track11John
bloomberg,Bloomberg,2,2,Catps66|Track11John
buongiornogr,buongiornogr,2,1,agnwstos_x_
business,Business,2,2,Mirsini1946041|Ti_kanete_re
christians,Christians,2,2,SenzakiKamo|lidakis_manos
coadf,COADF,2,1,madonnamaniac
eleftherostypos,eleftherostypos,2,2,K_Sav215|MariaDecokeke
erdogan,Erdogan,2,2,46spiros|fifi_apostolou
f16,F16,2,2,46spiros|MenoEdo
f35,F35,2,2,dinoskonstantin|fifi_apostolou
harrytheoharis,HarryTheoharis,2,2,Track11John|nickthegreek5
holocaust,Holocaust,2,2,PitSpencer|themagus2022
ifeelsofree,IFeelSoFree,2,1,madonnamaniac
konstantinosmaravegias,konstantinosmaravegias,2,2,MKioulafa|Rena_Rethymno
maravegias_vouli,maravegias_vouli,2,2,MKioulafa|Rena_Rethymno
morejetsforgreece,MoreJetsForGreece,2,2,K_Sav215|vythos70
motorolamagicmoment,MotorolaMagicMoment,2,2,aggelikiME25|packad__
neadimokratia,NeaDimokratia,2,2,Track11John|nickthegreek5
notia,Notia,2,2,Track11John|nickthegreek5
ola_einai_stigmes,ola_einai_stigmes,2,2,4lhc_athens|G4Heron
pakistan,Pakistan,2,2,Agie2a|MariaKoki3
pallywood,Pallywood,2,2,AthanasiouCccp|xeniakan21
paok100,PAOK100,2,2,DonConsclavios|Placebo_0
remigration,remigration,2,2,46spiros|ThanosTzimeros
sanctions,Sanctions,2,2,Loxagos_Mark|PitSpencer
smyrna,Smyrna,2,2,PitSpencer|themagus2022
togetherwefight,togetherwefight,2,1,aggelikiME25
trumpisanidiot,TrumpisAnIdiot,2,2,G4Heron|greek_paris_13
truth,truth,2,2,MKioulafa|Rena_Rethymno
vannacci,Vannacci,2,2,Xeniaxe19580370|paliakaravana59
αιγαιο,Αιγαιο,2,1,fifi_apostolou
αιγιο,αιγιο,2,2,Anthology2026|MarkRenieris
ανδρουλακη,Ανδρουλάκη,2,2,K_Sav215|Myrtilo01
βοθρουμεντο,Βοθρουμέντο,2,2,Briassulis|Track11John
γλυκα_νερα,Γλυκα_Νερα,2,2,MasenkaMm230158|georgekouts62
γλυκανερα,ΓλυκαΝερα,2,2,MasenkaMm230158|georgekouts62
διαδικτυο,διαδίκτυο,2,2,K_Sav215|chrysib11
επιδοτησεισ,επιδοτησεις,2,2,angelikitsakani|giannMak
ερντογαν,Ερντογαν,2,1,fifi_apostolou
ευαγγελισμοσ,ευαγγελισμος,2,2,K_Sav215|hatz_patty
ζωη,ζωη,2,2,M_Efstathiou|vythos70
κατι_δικα_μου,Κατι_δικα_μου,2,2,GiotaPapapetrou|vythos70
κηραλοιφη,Κηραλοιφή,2,2,MariaDecokeke|angie22gr
κουρδοι,Κουρδοι,2,1,46spiros
λευτερια_στην_φετα,Λευτεριά_στην_φέτα,2,2,Agie2a|Mirsini1946041
με_την_νδ,Με_την_ΝΔ,2,2,VforVolemenos|mpantazo
μεταναστευτικο,μεταναστευτικο,2,2,RockRock222555|tavros5791
ναυαγια,ναυαγια,2,2,0nyxas|NikosVsdl8
νδ,ΝΔ,2,2,Track11John|nickthegreek5
νδ_εγκληματικη_οργανωση,ΝΔ_εγκληματική_οργάνωση,2,2,BananaJoeReload|tavros5791
ολυμπιακοσ,ολυμπιακος,2,2,2eateras|aggelikiME25
πολεμοσ,πολεμος,2,1,46spiros
πολιτικη,Πολιτική,2,1,K_Sav215
ρουσφετι,ρουσφετι,2,2,angelikitsakani|giannMak
σκλαβενιτησ,Σκλαβενιτης,2,2,Agie2a|Mirsini1946041
τομαρια,τομάρια,2,2,2PAzkjh6oFRW77D|fifi_apostolou
τσουκαλα,τσουκαλα,2,2,DonConsclavios|VforVolemenos
υποκρισια,ΥΠΟΚΡΙΣΙΑ,2,2,0nyxas|angie22gr
φελοπουλοσ,Φελόπουλος,2,2,Mirsini1946041|Ti_kanete_re
φετα_καλαβρυτων,Φέτα_Καλαβρυτων,2,2,Agie2a|Mirsini1946041
χαθηκε,Χαθηκε,2,2,MasenkaMm230158|georgekouts62
100_χρονια_παοκ,100_χρονια_ΠΑΟΚ,1,1,DonConsclavios
a2,A2,1,1,Abovelaw13
adoptdontbuy,AdoptDontBuy,1,1,fifi_apostolou
aekfamily,aekfamily,1,1,ledentiste2
aekfans,aekfans,1,1,ledentiste2
aekfcrayo,AEKFCRayo,1,1,ledentiste2
akrotiri,Akrotiri,1,1,46spiros
animalprotection,animalprotection,1,1,vythos70
animalrights,animalrights,1,1,vythos70
animals,animals,1,1,vythos70
animalwelfare,animalwelfare,1,1,vythos70
apotelesmatikos,apotelesmatikos,1,1,galex1908
arcadia,arcadia,1,1,QuercusLg
archaeohiatories,archaeohiatories,1,1,frel_elias
aris,aris,1,1,HouseElisabeth_
athens,athens,1,1,johnblandos
ayatollahkhomeini,AyatollahKhomeini,1,1,46spiros
basketleague,BasketLeague,1,1,galex1908
bayraktar,Bayraktar,1,1,46spiros
bayrma,BAYRMA,1,1,panagitsma78169
bbclies,BBCLies,1,1,Anastasia7882
beleris,beleris,1,1,Track11John
blackops,BlackOps,1,1,Track11John
breaking,BREAKING,1,1,klikr
c130mission,C130Mission,1,1,MariaKoki3
ceasefire,Ceasefire,1,1,46spiros
challenge_θαλασσα,Challenge_θάλασσα,1,1,Agie2a
china,China,1,1,Briassulis
compassion,compassion,1,1,vythos70
confessions2,Confessions2,1,1,madonnamaniac
confessionsii,ConfessionsII,1,1,madonnamaniac
cult,cult,1,1,paliakaravana59
depechemode,DepecheMode,1,1,DejaLogic
desert_diary,Desert_Diary,1,1,Track11John
digitalerkontrollstaat,DigitalerKontrollstaat,1,1,frel_elias
dragonbear,DragonBear,1,1,Briassulis
eastmed,EastMed,1,1,Aaagiiisss
empathy,empathy,1,1,vythos70
eppgroup,eppgroup,1,1,Track11John
ereportaz,ereportaz,1,1,le1li
eu_diktatur,EU_Diktatur,1,1,frel_elias
eudigitalidentitywallet,EUDigitalIdentityWallet,1,1,frel_elias
euroleague,euroleague,1,1,galex1908
europaleague,EuropaLeague,1,1,2eateras
europarl,europarl,1,1,Track11John
europe,Europe,1,1,Briassulis
everygamematters,EveryGameMatters,1,1,Loxagos_Mark
f1xed,F1xed,1,1,Pia_Soun
fake_news,Fake_news,1,1,unico11226
fcbrma,FCBRMA,1,1,Manolo_math
fisheries,Fisheries,1,1,Track11John
francedabord,FranceDabord,1,1,Anthology2026
gaza,Gaza,1,1,46spiros
gdams70,Gdams70,1,1,Anthology2026
gm,gm,1,1,dinoskonstantin
gn,gn,1,1,KyrPantelis3
grandhotel,grandhotel,1,1,aikarerina
greekmilitary,GreekMilitary,1,1,MariaKoki3
hagia_sophia,Hagia_Sophia,1,1,paliakaravana59
hamas,Hamas,1,1,unico11226
happyday,happyday,1,1,Leniw_Lenia
happydayalphatv,happydayalphatv,1,1,Leniw_Lenia
hellas,Hellas,1,1,Aaagiiisss
hellenicairforce,HellenicAirForce,1,1,46spiros
hellenicairforceaid,HellenicAirForceAid,1,1,MariaKoki3
ifsf,IFSF,1,1,madonnamaniac
india,India,1,1,fifi_apostolou
ingr,ingr,1,1,K_Sav215
intellexa,Intellexa,1,1,Annis2350561782
iranisraelwar,IranIsraelWar,1,1,46spiros
irgc,IRGC,1,1,46spiros
isis,ISIS,1,1,Track11John
italy,Italy,1,1,46spiros
jamieoliver,jamieoliver,1,1,johnblandos
kalytera,kalytera,1,1,Leniw_Lenia
kathareskouventes,kathareskouventes,1,1,ZbejVty
kestrel,Kestrel,1,1,Annis2350561782
kfor,KFOR,1,1,Myrtilo01
khamenei,Khamenei,1,1,46spiros
kindness,kindness,1,1,vythos70
kingrezapahlavi‌foriran,KingRezaPahlavi‌ForIran,1,1,RockRock222555
kmitsotakis,kmitsotakis,1,1,Annis2350561782
kurds,Kurds,1,1,46spiros
lebanon,Lebanon,1,1,MKioulafa
make_instanbul_constantinople_again,Make_Instanbul_Constantinople_Again,1,1,paliakaravana59
massmigration,MassMigration,1,1,RockRock222555
mavrorodo,MavroRodo,1,1,olofwti_agapi
middleeast,MiddleEast,1,1,46spiros
mpampasagapo,mpampasagapo,1,1,foivos_trikkis_
must,must,1,1,paliakaravana59
neademokratia,neademokratia,1,1,Track11John
netanayu,Netanayu,1,1,fifi_apostolou
netanyahu,Netanyahu,1,1,46spiros
never_forget_never_ever,NEVER_FORGET_NEVER_EVER,1,1,theatropoios
new_profile_pic,new_profile_pic,1,1,AgelisDimitris
news,news,1,1,K_Sav215
nyxtaapokalypseon,nyxtaapokalypseon,1,1,aggelikiME25
oaka,OAKA,1,1,foivos_trikkis_
oknewsgr,OkNewsGr,1,1,K_Sav215
olyea7,OLYEA7,1,1,aggelikiME25
olympiacosβc,OlympiacosΒC,1,1,aggelikiME25
olympiakos,olympiakos,1,1,aggelikiME25
orgenesis,Orgenesis,1,1,michael_exc
orthodox,Orthodox,1,1,Aaagiiisss
orwell2026,Orwell2026,1,1,frel_elias
our_era,Our_Era,1,1,DonConsclavios
paixebala,paixebala,1,1,galex1908
paokacademy,PAOKAcademy,1,1,DonConsclavios
paoknextgen,PAOKNextGen,1,1,DonConsclavios
paopantou,paopantou,1,1,galex1908
peanut,peanut,1,1,vythos70
pech,pech,1,1,Track11John
pfizer,Pfizer,1,1,michael_exc
positiveenergie,positiveEnergie,1,1,phtochos1
poulakidas,poulakidas,1,1,Loxagos_Mark
predatorgate,PredatorGate,1,1,Annis2350561782
primeministergr,PrimeministerGR,1,1,Annis2350561782
puls,PULS,1,1,dinoskonstantin
qatargate,QatarGate,1,1,Mirsini1946041
rafale,Rafale,1,1,fifi_apostolou
rayo,rayo,1,1,anarchistdonkey
respectanimals,respectanimals,1,1,vythos70
revolution,Revolution,1,1,Aaagiiisss
rusia,Rusia,1,1,fifi_apostolou
russia,Russia,1,1,Briassulis
russiaisaterroristsstate,RussiaisaTerroristsState,1,1,theatropoios
sabrinawood,Sabrinawood,1,1,madonnamaniac
sanchez,Sanchez,1,1,RockRock222555
silas_breaking_news,Silas_Breaking_News,1,1,silaserafim
springhawk26,Springhawk26,1,1,sokpap
spyware,Spyware,1,1,Annis2350561782
stoiximangbl,StoiximanGBL,1,1,DonConsclavios
stoplaguerre,StopLaGuerre,1,1,Anthology2026
straydogs,straydogs,1,1,vythos70
superkaterina,superkaterina,1,1,agnwstos_x_
team_χειμωνακηδεσ,team_ΧΕΙΜΩΝΑΚΗΔΕΣ,1,1,g_m_theo
tertsetis,Tertsetis,1,1,Aaagiiisss
thedevilwearsprada2ph,TheDevilWearsPrada2PH,1,1,AgelisDimitris
thriassiogr,thriassiogr,1,1,K_Sav215
tiktok,TikTok,1,1,maus_miny
troodos,Troodos,1,1,paliakaravana59
trump,Trump,1,1,46spiros
tulips,tulips,1,1,GiotaPapapetrou
turkish_occupation,Turkish_Occupation,1,1,dinoskonstantin
ue,UE,1,1,Anthology2026
uecl,UECL,1,1,aekzurich21
ukraine,Ukraine,1,1,michael_exc
viper,Viper,1,1,MenoEdo
vissi,Vissi,1,1,anasiropiastos
voiceforthevoiceless,voiceforthevoiceless,1,1,vythos70
wallpaper,Wallpaper,1,1,aggelikiME25
washingtoneye,WashingtonEye,1,1,economi94461498
weareolympiacos,WeAreOlympiacos,1,1,aggelikiME25
wegwezen,wegwezen,1,1,NikosVsdl8
wekeepondreaming,WeKeepOnDreaming,1,1,RunManLXXIII
wolverineps5,WolverinePS5,1,1,Placebo_0
zakynthos,Zakynthos,1,1,Aaagiiisss
αγιοφωσ,ΑγιοΦως,1,1,46spiros
αγκυρα,Αγκυρα,1,1,fifi_apostolou
αγρο,Αγρό,1,1,paliakaravana59
αδερφια_ζειτε,αδερφια_ζειτε,1,1,DonConsclavios
αδωνισγεωργιαδησ,ΆδωνιςΓεωργιάδης,1,1,K_Sav215
ακρωτηρι,Ακρωτηρι,1,1,46spiros
αλβανια,Αλβανια,1,1,fifi_apostolou
αλητεσ,αλητες,1,1,SenzakiKamo
αλιεια,Αλιεία,1,1,Track11John
αμυντικη_βιομηχανια,Αμυντική_Βιομηχανία,1,1,Marios59885699
ανευρυσμα,ανευρυσμα,1,1,GiotaPapapetrou
αννα_ζουμε_για_να_σ_ακουμε,ΑΝΝΑ_ΖΟΥΜΕ_ΓΙΑ_ΝΑ_Σ_ΑΚΟΥΜΕ,1,1,anasiropiastos
αντιπολιτευση,αντιπολίτευση,1,1,unico11226
αριστερα,Αριστερα,1,1,DonConsclavios
