token,display_token,count,unique_account_count,sample_accounts
vouli,vouli,10,10,46spiros|AgelisDimitris|Ah_riman|ArgirNik|ArisBJJ|SenzakiKamo|cavodoro|dkDurcGYTIpZdKl|nickthegreek5|xeniakan21
ελλαδα,Ελλάδα,9,6,46spiros|MenoEdo|Track11John|dinoskonstantin|hellaspecial|themagus2022
κυπροσ,Κυπρος,9,7,46spiros|MKioulafa|MariaDecokeke|NonameTZ|Rena_Rethymno|dinoskonstantin|greek_paris_13
τουρκια,Τουρκια,9,4,46spiros|MenoEdo|Track11John|dinoskonstantin
aekbc,aekbc,8,6,K_Sav215|Loxagos_Mark|aekzurich21|anarchistdonkey|gospodinmedvedd|ledentiste2
greeks,Greeks,7,5,MKioulafa|MariaDecokeke|NonameTZ|Rena_Rethymno|greek_paris_13
paoac,paoac,7,2,Abovelaw13|TheSurigata
turkiye,Turkiye,7,4,46spiros|MenoEdo|Track11John|dinoskonstantin
ανδρουλακησ,Ανδρουλάκης,7,7,46spiros|AgelisDimitris|ArisBJJ|anasiropiastos|angelikitsakani|mpantazo|vythos70
οπεκεπε,ΟΠΕΚΕΠΕ,7,6,IK25818385|K_Sav215|Track11John|angelikitsakani|dimitris7987|giannMak
israel,Israel,6,5,46spiros|Agie2a|MKioulafa|MenoEdo|dinoskonstantin
namagapas,Namagapas,6,1,olofwti_agapi
paofc,paofc,6,5,Abovelaw13|Asmoudis13|Loxagos_Mark|Mrpresidentgr|TheSurigata
αντηχεσ_σκεψεισ,αντηχες_σκεψεις,6,1,MoudilosV
καρυστιανου,καρυστιανού,6,6,Briassulis|RockRock222555|Track11John|giannMak|nickthegreek5|tasoskar11
με_την_ομαδα_αληθειασ,με_την_Ομαδα_Αληθειας,6,6,GeorgiadouL|TheMadoula|TsigkaEfi|angie22gr|maus_miny|nickthegreek5
ομαδα_αληθειασ,Ομαδα_Αληθειας,6,6,GeorgiadouL|TheMadoula|TsigkaEfi|angie22gr|maus_miny|nickthegreek5
epomenimera,EpomeniMera,5,4,46spiros|Briassulis|K_Sav215|Track11John
f16v,F16V,5,5,Anastasia7882|Loxagos_Mark|MenoEdo|Mrpresidentgr|greek_paris_13
haf,HAF,5,5,Anastasia7882|Loxagos_Mark|MenoEdo|Mrpresidentgr|greek_paris_13
paowbc,paowbc,5,1,Abovelaw13
spain,Spain,5,5,46spiros|MenoEdo|chrysib11|mpantazo|nickthegreek5
turkey,Turkey,5,3,Agie2a|MKioulafa|Track11John
βαξεβανησ,Βαξεβανης,5,4,ABCHeckles|AgelisDimitris|Briassulis|nikos_aggelakis
γεωργιαδησ,Γεωργιάδης,5,4,46spiros|Hlsn0iQdRGXJ7lw|K_Sav215|VforVolemenos
aek,aek,4,2,K_Sav215|ledentiste2
annaxoaka,ANNAxOAKA,4,2,agnwstos_x_|anasiropiastos
metonkyriako,metonkyriako,4,4,BatorGr|Briassulis|MenoEdo|vythos70
olympiacosfc,olympiacosfc,4,4,2eateras|Asmoudis13|Valiadistinct|amantomatimou
paokbc,PAOKBC,4,2,DonConsclavios|HouseElisabeth_
predator,predator,4,4,46spiros|MKioulafa|Protostatis|xeniakan21
δντ,ΔΝΤ,4,4,Briassulis|K_Sav215|chrysib11|giannMak
ενεργεια,Ενέργεια,4,3,46spiros|Track11John|hellaspecial
εσηεα,ΕΣΗΕΑ,4,4,Catps66|TheMadoula|sinakatsarou|vel_theGreek
θεσσαλονικησ,Θεσσαλονίκης,4,4,Fotinh5|K_Sav215|klikr|sinakatsarou
ιραν,Ιραν,4,4,46spiros|G4Heron|RockRock222555|greek_paris_13
λεχριτεσ,λεχριτες,4,4,K_Sav215|Lalunaromantico|mpantazo|nickthegreek5
περαστικα,Περαστικά,4,4,AgelisDimitris|SenzakiKamo|giannMak|nickthegreek5
ποτε_ξανα_φασιστερα,ποτέ_ξανά_φασιστερά,4,4,46spiros|K_Sav215|RockRock222555|ThanosTzimeros
19χρονη,19χρονη,3,3,BatorGr|le1li|seriousthreat98
apokalypseis,apokalypseis,3,2,IK25818385|le1li
basketballcl,basketballcl,3,3,K_Sav215|Loxagos_Mark|aekzurich21
christian,Christian,3,3,SenzakiKamo|lidakis_manos|themagus2022
history,history,3,3,SenzakiKamo|lidakis_manos|themagus2022
iran,Iran,3,2,Agie2a|MKioulafa
masterchefgr,MasterChefGR,3,2,MariaKagia4603|MarkRenieris
masturbation,masturbation,3,3,anasiropiastos|nickthegreek5|vythos70
megalivenews,megalivenews,3,2,Georgia146690|IK25818385
mianyxtamono,MiaNyxtaMono,3,1,bobidion
panathinaikos,Panathinaikos,3,3,Loxagos_Mark|Mrpresidentgr|galex1908
ucl,UCL,3,2,Abovelaw13|AnAthenianToLDN
usa,USA,3,2,46spiros|MKioulafa
αεπ,αεπ,3,3,K_Sav215|chrysib11|giannMak
αναπτυξη,αναπτυξη,3,3,K_Sav215|chrysib11|giannMak
αργοστολι,Αργοστόλι,3,3,BatorGr|le1li|seriousthreat98
βισση,Βισση,3,2,agnwstos_x_|anasiropiastos
δημοσιοχρεοσ,δημοσιοχρεος,3,3,K_Sav215|chrysib11|giannMak
δημοσκοπησεισ,Δημοσκοπήσεις,3,3,mpantazo|nickthegreek5|vythos70
η_ευρωπη_αυτοκτονει,Η_Ευρώπη_αυτοκτονεί,3,3,46spiros|ThanosTzimeros|paliakaravana59
κυβερνηση_μητσοτακη,κυβερνηση_Μητσοτακη,3,2,mpantazo|nickthegreek5
λατινοπουλου,Λατινοπουλου,3,1,IK25818385
μεταθαλογαριαστουμε,μεταθαλογαριαστουμε,3,3,LGkvas|TsigkaEfi|nickthegreek5
νδδολοφονοι,ΝΔδολοφονοι,3,3,LGkvas|TsigkaEfi|nickthegreek5
νδεγκληματικησυμμορια,ΝΔεγκληματικήσυμμορια,3,3,LGkvas|TsigkaEfi|nickthegreek5
νδπαιδεραστεσ,ΝΔπαιδεραστές,3,3,LGkvas|TsigkaEfi|nickthegreek5
ξυλολια,ξυλολια,3,3,LGkvas|TsigkaEfi|nickthegreek5
προσφυγικα,προσφυγικά,3,3,46spiros|VIVITV5|xariszak2
πρωτογενηπλεονασματα,πρωτογενηπλεονασματα,3,3,K_Sav215|chrysib11|giannMak
σαντσεθ,Σάντσεθ,3,3,46spiros|Hlsn0iQdRGXJ7lw|anastassios2401
συριζα,Συριζα,3,3,TheMadoula|Torquem21743459|nickthegreek5
φαρμεσ,φαρμες,3,3,46spiros|MKioulafa|xeniakan21
χρεοσ,χρεος,3,3,K_Sav215|chrysib11|giannMak
actiontora,ActionTora,2,2,Catps66|Myrtilo01
annavissi,ANNAVISSI,2,1,foivos_trikkis_
armenia,Armenia,2,2,SenzakiKamo|lidakis_manos
armenian,Armenian,2,2,SenzakiKamo|lidakis_manos
armenie,Arménie,2,2,SenzakiKamo|lidakis_manos
bbc,BBC,2,2,Anastasia7882|Track11John
bloomberg,Bloomberg,2,2,Catps66|Track11John
christians,Christians,2,2,SenzakiKamo|lidakis_manos
coadf,COADF,2,1,madonnamaniac
coadf2,COADF2,2,1,madonnamaniac
f16,F16,2,2,46spiros|MenoEdo
greecemfa,GreeceMFA,2,2,Track11John|nickthegreek5
greek,Greek,2,2,Aaagiiisss|themagus2022
harrytheoharis,HarryTheoharis,2,2,Track11John|nickthegreek5
hezbollah,Hezbollah,2,2,46spiros|MKioulafa
iranwar,IranWar,2,2,46spiros|Agie2a
konstantinosmaravegias,konstantinosmaravegias,2,2,MKioulafa|Rena_Rethymno
madonna,Madonna,2,1,madonnamaniac
maravegias_vouli,maravegias_vouli,2,2,MKioulafa|Rena_Rethymno
morejetsforgreece,MoreJetsForGreece,2,2,K_Sav215|vythos70
motorolamagicmoment,MotorolaMagicMoment,2,2,aggelikiME25|packad__
neadimokratia,NeaDimokratia,2,2,Track11John|nickthegreek5
notia,Notia,2,2,Track11John|nickthegreek5
ola_einai_stigmes,ola_einai_stigmes,2,2,4lhc_athens|G4Heron
olympiacos,olympiacos,2,1,aggelikiME25
remigration,remigration,2,2,46spiros|ThanosTzimeros
togetherwefight,togetherwefight,2,1,aggelikiME25
trumpisanidiot,TrumpisAnIdiot,2,2,G4Heron|greek_paris_13
truth,truth,2,2,MKioulafa|Rena_Rethymno
vannacci,Vannacci,2,2,Xeniaxe19580370|paliakaravana59
ανδρουλακη,Ανδρουλάκη,2,2,K_Sav215|Myrtilo01
βοθρουμεντο,Βοθρουμέντο,2,2,Briassulis|Track11John
γλυκα_νερα,Γλυκα_Νερα,2,2,MasenkaMm230158|georgekouts62
γλυκανερα,ΓλυκαΝερα,2,2,MasenkaMm230158|georgekouts62
διαδικτυο,διαδίκτυο,2,2,K_Sav215|chrysib11
επιδοτησεισ,επιδοτησεις,2,2,angelikitsakani|giannMak
ευαγγελισμοσ,ευαγγελισμος,2,2,K_Sav215|hatz_patty
ζωη,ζωη,2,2,M_Efstathiou|vythos70
ηπα,ΗΠΑ,2,2,46spiros|VforVolemenos
κατι_δικα_μου,Κατι_δικα_μου,2,2,GiotaPapapetrou|vythos70
κουρδοι,Κουρδοι,2,1,46spiros
λαζαριδη,Λαζαρίδη,2,2,NickDanny99|giannMak
λαθρομεταναστεσ,λαθρομετανάστες,2,2,NikosVsdl8|tavros5791
νδ,ΝΔ,2,2,Track11John|nickthegreek5
ολυμπιακοσ,ολυμπιακος,2,2,2eateras|aggelikiME25
ορμουζ,Ορμουζ,2,1,46spiros
πασοκ,ΠΑΣΟΚ,2,2,angelikitsakani|giannMak
πολεμοσ,πολεμος,2,1,46spiros
πολιτικη,Πολιτική,2,1,K_Sav215
ρουσφετι,ρουσφετι,2,2,angelikitsakani|giannMak
υποκλοπεσ,υποκλοπές,2,2,Briassulis|Protostatis
φαμελλοσ,Φαμελλος,2,2,TheMadoula|Torquem21743459
χαθηκε,Χαθηκε,2,2,MasenkaMm230158|georgekouts62
a2,A2,1,1,Abovelaw13
aekathens,aekathens,1,1,K_Sav215
aekfamily,aekfamily,1,1,ledentiste2
aekfans,aekfans,1,1,ledentiste2
aekfcrayo,AEKFCRayo,1,1,ledentiste2
akrotiri,Akrotiri,1,1,46spiros
animalprotection,animalprotection,1,1,vythos70
animalrights,animalrights,1,1,vythos70
animals,animals,1,1,vythos70
animalwelfare,animalwelfare,1,1,vythos70
apotelesmatikos,apotelesmatikos,1,1,galex1908
arcadia,arcadia,1,1,QuercusLg
archaeohiatories,archaeohiatories,1,1,frel_elias
aris,aris,1,1,HouseElisabeth_
ayatollahkhomeini,AyatollahKhomeini,1,1,46spiros
basketleague,BasketLeague,1,1,galex1908
bayraktar,Bayraktar,1,1,46spiros
bayrma,BAYRMA,1,1,panagitsma78169
bbclies,BBCLies,1,1,Anastasia7882
beleris,beleris,1,1,Track11John
blackops,BlackOps,1,1,Track11John
breaking,BREAKING,1,1,klikr
ceasefire,Ceasefire,1,1,46spiros
compassion,compassion,1,1,vythos70
cult,cult,1,1,paliakaravana59
desert_diary,Desert_Diary,1,1,Track11John
digitalerkontrollstaat,DigitalerKontrollstaat,1,1,frel_elias
empathy,empathy,1,1,vythos70
eppgroup,eppgroup,1,1,Track11John
erdogan,Erdogan,1,1,46spiros
ereportaz,ereportaz,1,1,le1li
eu,EU,1,1,Track11John
eu_diktatur,EU_Diktatur,1,1,frel_elias
eudigitalidentitywallet,EUDigitalIdentityWallet,1,1,frel_elias
europaleague,EuropaLeague,1,1,2eateras
europarl,europarl,1,1,Track11John
fcbrma,FCBRMA,1,1,Manolo_math
fisheries,Fisheries,1,1,Track11John
gaza,Gaza,1,1,46spiros
gn,gn,1,1,KyrPantelis3
grandhotel,grandhotel,1,1,aikarerina
hagia_sophia,Hagia_Sophia,1,1,paliakaravana59
hellas,Hellas,1,1,Aaagiiisss
hellenicairforce,HellenicAirForce,1,1,46spiros
holocaust,Holocaust,1,1,themagus2022
iefimerida,iefimerida,1,1,Briassulis
ingr,ingr,1,1,K_Sav215
iranisraelwar,IranIsraelWar,1,1,46spiros
irgc,IRGC,1,1,46spiros
isis,ISIS,1,1,Track11John
italy,Italy,1,1,46spiros
kalytera,kalytera,1,1,Leniw_Lenia
kathareskouventes,kathareskouventes,1,1,ZbejVty
kfor,KFOR,1,1,Myrtilo01
khamenei,Khamenei,1,1,46spiros
kindness,kindness,1,1,vythos70
kingrezapahlavi‌foriran,KingRezaPahlavi‌ForIran,1,1,RockRock222555
kurds,Kurds,1,1,46spiros
lebanon,Lebanon,1,1,MKioulafa
make_instanbul_constantinople_again,Make_Instanbul_Constantinople_Again,1,1,paliakaravana59
massmigration,MassMigration,1,1,RockRock222555
mavrorodo,MavroRodo,1,1,olofwti_agapi
middleeast,MiddleEast,1,1,46spiros
must,must,1,1,paliakaravana59
neademokratia,neademokratia,1,1,Track11John
netanyahu,Netanyahu,1,1,46spiros
never_forget_never_ever,NEVER_FORGET_NEVER_EVER,1,1,theatropoios
new_profile_pic,new_profile_pic,1,1,AgelisDimitris
news,news,1,1,K_Sav215
nyxtaapokalypseon,nyxtaapokalypseon,1,1,aggelikiME25
oaka,OAKA,1,1,foivos_trikkis_
oknewsgr,OkNewsGr,1,1,K_Sav215
olyea7,OLYEA7,1,1,aggelikiME25
olympiacosβc,OlympiacosΒC,1,1,aggelikiME25
olympiakos,olympiakos,1,1,aggelikiME25
orgenesis,Orgenesis,1,1,michael_exc
orthodox,Orthodox,1,1,Aaagiiisss
orwell2026,Orwell2026,1,1,frel_elias
paixebala,paixebala,1,1,galex1908
pakistan,Pakistan,1,1,Agie2a
paokacademy,PAOKAcademy,1,1,DonConsclavios
paoknextgen,PAOKNextGen,1,1,DonConsclavios
peanut,peanut,1,1,vythos70
pech,pech,1,1,Track11John
pfizer,Pfizer,1,1,michael_exc
poulakidas,poulakidas,1,1,Loxagos_Mark
puls,PULS,1,1,dinoskonstantin
rayo,rayo,1,1,anarchistdonkey
respectanimals,respectanimals,1,1,vythos70
revolution,Revolution,1,1,Aaagiiisss
russiaisaterroristsstate,RussiaisaTerroristsState,1,1,theatropoios
sabrinawood,Sabrinawood,1,1,madonnamaniac
sanchez,Sanchez,1,1,RockRock222555
smyrna,Smyrna,1,1,themagus2022
springhawk26,Springhawk26,1,1,sokpap
stoiximangbl,StoiximanGBL,1,1,DonConsclavios
straydogs,straydogs,1,1,vythos70
team_χειμωνακηδεσ,team_ΧΕΙΜΩΝΑΚΗΔΕΣ,1,1,g_m_theo
tertsetis,Tertsetis,1,1,Aaagiiisss
thedevilwearsprada2ph,TheDevilWearsPrada2PH,1,1,AgelisDimitris
thriassiogr,thriassiogr,1,1,K_Sav215
tiktok,TikTok,1,1,maus_miny
toprwino,toprwino,1,1,IK25818385
troodos,Troodos,1,1,paliakaravana59
trump,Trump,1,1,46spiros
tulips,tulips,1,1,GiotaPapapetrou
ue,UE,1,1,Anthology2026
uecl,UECL,1,1,aekzurich21
ukraine,Ukraine,1,1,michael_exc
viper,Viper,1,1,MenoEdo
vissi,Vissi,1,1,anasiropiastos
voiceforthevoiceless,voiceforthevoiceless,1,1,vythos70
wallpaper,Wallpaper,1,1,aggelikiME25
washingtoneye,WashingtonEye,1,1,economi94461498
weareolympiacos,WeAreOlympiacos,1,1,aggelikiME25
wegwezen,wegwezen,1,1,NikosVsdl8
wolverineps5,WolverinePS5,1,1,Placebo_0
zakynthos,Zakynthos,1,1,Aaagiiisss
αγιοφωσ,ΑγιοΦως,1,1,46spiros
αγρο,Αγρό,1,1,paliakaravana59
αδωνισγεωργιαδησ,ΆδωνιςΓεωργιάδης,1,1,K_Sav215
αιγιο,αιγιο,1,1,Anthology2026
ακρωτηρι,Ακρωτηρι,1,1,46spiros
αλητεσ,αλητες,1,1,SenzakiKamo
αλιεια,Αλιεία,1,1,Track11John
ανευρυσμα,ανευρυσμα,1,1,GiotaPapapetrou
αννα_ζουμε_για_να_σ_ακουμε,ΑΝΝΑ_ΖΟΥΜΕ_ΓΙΑ_ΝΑ_Σ_ΑΚΟΥΜΕ,1,1,anasiropiastos
αριστερα_σιχαματα,ΑΡΙΣΤΕΡΑ_ΣΙΧΑΜΑΤΑ,1,1,AgelisDimitris
βυζαντιο,Βυζάντιο,1,1,Track11John
γαζα,Γαζα,1,1,46spiros
γερμανια,Γερμανία,1,1,klikr
γιδια,γιδια,1,1,LosKarabou79397
γιωργοσ_αυτιασ,γιωργος_αυτιας,1,1,Catps66
γιωργοσμυλωνακησ,ΓιώργοςΜυλωνάκης,1,1,K_Sav215
γυναικοκτονια,γυναικοκτονια,1,1,ZbejVty
δεν_μπορεισ_να_βρεισ_γαληνη_αποφευγοντασ_τη_ζωη_,Δεν_Μπορείς_να_Βρείς_Γαλήνη_Αποφεύγοντας_τη_Ζωή_,1,1,GiotaPapapetrou
διπλα_στουσ_αγροτεσ,δίπλα_στους_αγρότες,1,1,galex1908
ειρηνη,Ειρηνη,1,1,46spiros
ελδυκο,ΕΛΔΥΚΟ,1,1,Myrtilo01
ελλαδασ,Ελλάδας,1,1,Briassulis
ελληνεσ,Έλληνες,1,1,Track11John
ελληνικη,ελληνική,1,1,Track11John
ενασαιωνασβουτηγμενοσστασκατα,εναςαιωναςβουτηγμενοςστασκατα,1,1,Asmoudis13
εξορυξεισ,εξορύξεις,1,1,Track11John
επενδυσεισ,Επενδύσεις,1,1,chkls
επικαιροτητα,επικαιροτητα,1,1,K_Sav215
ερτ,ΕΡΤ,1,1,giannMak
ευρωκοινοβουλιο,Ευρωκοινοβούλιο,1,1,Track11John
ευτυχιοσ_αρχοντακησ,Ευτυχιος_Αρχοντάκης,1,1,hatz_patty
ιερουσαλημ,Ιερουσαλημ,1,1,46spiros
ιονιο,Ιονιο,1,1,46spiros
ισπανια,Ισπανια,1,1,46spiros
ιταλια,Ιταλια,1,1,46spiros
καβαλα,Καβάλα,1,1,galex1908
καλο_σασ_βραδυ,Καλό_σας_Βράδυ,1,1,GiotaPapapetrou
καλο_σασ_βραδυ_,Καλό_σας_Βράδυ_,1,1,GiotaPapapetrou
κασσελακη,Κασσελάκη,1,1,TsigkaEfi
κατεχομενα,Κατεχομενα,1,1,dinoskonstantin
κεφαλλονια,Κεφαλλονιά,1,1,GiotaPapapetrou
κηραλοιφη,Κηραλοιφή,1,1,MariaDecokeke
κκε,ΚΚΕ,1,1,hatz_patty
κρατοσδικαιου,ΚράτοςΔικαίου,1,1,Catps66
κυβερνηση,ΚΥΒΕΡΝΗΣΗ,1,1,Track11John
κυψελη,Κυψέλη,1,1,GiotaPapapetrou
λιβανο,Λιβανο,1,1,46spiros
λιβανοσ,Λίβανος,1,1,EoLaerte
μακαριοσ,Μακαριος,1,1,IK25818385
μανα,Μάνα,1,1,GiotaPapapetrou
με_τον_κυριακο_μητσοτακη,Με_τον_ΚΥΡΙΑΚΟ_ΜΗΤΣΟΤΑΚΗ,1,1,KosmidisStathis
μεταναστευτικο,μεταναστευτικο,1,1,RockRock222555
μητσοτακη_παραιτησου,Μητσοτάκη_παραιτησου,1,1,AstyMpekas
μητσοτακησ_2031,Μητσοτάκης_2031,1,1,BatorGr
μοσαντ,Μοσαντ,1,1,46spiros
νδ_αριστεια,ΝΔ_αριστεια,1,1,Anthology2026
νδ_εγκληματικη_οργανωση,ΝΔ_εγκληματική_οργάνωση,1,1,BananaJoeReload
νεαφωτογραφιαπροφιλ,ΝέαΦωτογραφίαΠροφίλ,1,1,foivos_trikkis_
ντιλιαν,ντίλιαν,1,1,Protostatis
ντροπη,Ντροπη,1,1,ZbejVty
ξεκαθαροι_ανθρωποι_απο_την_αρχη_ωσ_το_τελοσ_απλα_μαγικοι_και_σπανιοι_,Ξεκάθαροι_άνθρωποι_από_την_Αρχή_ως_το_Τέλος_απλά_Μαγικοί_και_Σπάνιοι_,1,1,GiotaPapapetrou
οακα,ΟΑΚΑ,1,1,anasiropiastos
οδιαβολοσφοραειprada2,ΟΔιαβολοςΦοραειPrada2,1,1,AgelisDimitris
οηε,ΟΗΕ,1,1,dinoskonstantin
ορσε,ορσε,1,1,LosKarabou79397
ουγγαρια,ουγγαρία,1,1,giannMak
παλαιστινη,Παλαιστίνη,1,1,theatropoios
παπανδρεου,Παπανδρέου,1,1,Hlsn0iQdRGXJ7lw
πιεση,πιεση,1,1,K_Sav215
πολιτη,Πολιτη,1,1,anasiropiastos
πορτοσαλτε,πορτοσαλτε,1,1,K_Sav215
ποτε_ξανα,ΠΟΤΕ_ΞΑΝΑ,1,1,anasiropiastos
πτυχια,πτυχία,1,1,AgelisDimitris
ρομαντικη,Ρομαντικη,1,1,GiotaPapapetrou
ρωσικη,ρωσική,1,1,galex1908
ρωσοι,Ρώσοι,1,1,galex1908
σαββιδησ,Σαββίδης,1,1,BatorGr
σουδα,Σουδα,1,1,46spiros
σπεισ,σπεις,1,1,foivos_trikkis_
σπσ,ΣΠΣ,1,1,Track11John
στεγαστικο,Στεγαστικό,1,1,chkls
στενα,Στενα,1,1,46spiros
συνταγμα,Σύνταγμα,1,1,Hlsn0iQdRGXJ7lw
τεμπη_εγκλημα,τεμπη_έγκλημα,1,1,Leniw_Lenia
τεχερανη,Τεχερανη,1,1,46spiros
τεχερανησ,Τεχερανης,1,1,46spiros
τσιπρασ,Τσίπρας,1,1,AgelisDimitris
τσουκαλασ,Τσουκαλάς,1,1,GiotaPapapetrou
υγεια,υγεια,1,1,K_Sav215
υδρογονανθρακεσ,Υδρογονανθρακες,1,1,46spiros
υπαατ,ΥΠΑΑΤ,1,1,galex1908
φιλησ,Φιλης,1,1,BatorGr
φωτια,φωτιά,1,1,GiotaPapapetrou
χακερ,χάκερ,1,1,galex1908
χαλκιδικη,Χαλκιδική,1,1,IK25818385
χφτου,χφτου,1,1,ArisBJJ
